nom,SIREN,COG,type,population,tranche_pop,adresse_courriel,telephone,site_internet
Beaumont-Louestault,200071124,37021,COM,1694,1000 ≤ hab < 3500,secretariat.blr@wanadoo.fr,02 47 24 42 15,http://www.beaumont-louestault.fr
Beaumont-en-Véron,213700222,37022,COM,2827,1000 ≤ hab < 3500,mairie@beaumontenveron.fr,02 47 58 40 45,http://www.beaumontenveron.fr
Beaumont-Village,213700230,37023,COM,274,hab < 1000,,,
Benais,213700248,37024,COM,961,hab < 1000,mairie.benais@wanadoo.fr,02 47 97 30 11,http://www.benais.fr
Berthenay,213700255,37025,COM,721,hab < 1000,,,
Betz-le-Château,213700263,37026,COM,582,hab < 1000,mairie.betz37@wanadoo.fr,02 47 59 65 06,http://www.mairiedebetzlechateau.fr
Bléré,213700271,37027,COM,5412,3500 ≤ hab < 10.000,mairie@blere-touraine.com,02 47 30 81 81,http://www.blere-touraine.com
Bossay-sur-Claise,213700289,37028,COM,783,hab < 1000,mairiedebossaysurclaise@gmail.com,02 47 94 52 06,http://www.bossay-sur-claise.net
Bossée,213700297,37029,COM,337,hab < 1000,,,
Le Boulay,213700305,37030,COM,798,hab < 1000,contact@leboulay.fr,02 47 56 82 35,http://www.leboulay.fr
Bourgueil,213700313,37031,COM,4006,3500 ≤ hab < 10.000,contact@bourgueil.fr,02 47 97 25 00,http://www.bourgueil.fr
Bournan,213700321,37032,COM,282,hab < 1000,mairiedebournan@orange.fr,02 47 59 63 42,http://www.bournan.fr
Boussay,213700339,37033,COM,241,hab < 1000,mairie@boussay37.fr,02 47 19 92 62,http://www.boussay37.fr
Braslou,213700347,37034,COM,315,hab < 1000,mairie.braslou@wanadoo.fr,02 47 95 65 08,https://braslou.fr
Braye-sous-Faye,213700354,37035,COM,333,hab < 1000,,,
Braye-sur-Maulne,213700362,37036,COM,180,hab < 1000,,,
Brèches,213700370,37037,COM,278,hab < 1000,mairie.breches@orange.fr,02 47 24 16 30,http://www.breches.fr
Bréhémont,213700388,37038,COM,781,hab < 1000,mairie@brehemont.fr,02 47 96 84 71,http://www.brehemont.fr
Bridoré,213700396,37039,COM,536,hab < 1000,mairie.bridore@wanadoo.fr,02 47 94 72 65,https://www.bridore.fr
Brizay,213700404,37040,COM,293,hab < 1000,,,
Bueil-en-Touraine,213700412,37041,COM,328,hab < 1000,mairie@bueilentouraine.com,02 47 24 44 06,https://www.bueilentouraine.com/
Candes-Saint-Martin,213700420,37042,COM,215,hab < 1000,mairie.candes.st.martin@orange.fr,02 47 95 90 61,https://candes-saint-martin.fr
Cangey,213700438,37043,COM,1087,1000 ≤ hab < 3500,mairie.cangey@wanadoo.fr,02 47 30 08 43,http://www.cangey.fr
La Celle-Guenand,213700446,37044,COM,376,hab < 1000,mairie.lacelle-guenand@wanadoo.fr,02 47 94 93 07,http://www.lacelle-guenand.fr
La Celle-Saint-Avant,213700453,37045,COM,1095,1000 ≤ hab < 3500,mairie@lacellesaintavant.fr,02 47 65 00 23,http://www.lacellesaintavant37.fr
Céré-la-Ronde,213700461,37046,COM,454,hab < 1000,accueil@cere-la-ronde.fr,02 47 94 23 61,http://www.cere-la-ronde.fr
Cerelles,213700479,37047,COM,1216,1000 ≤ hab < 3500,secretariat@mairie-cerelles.fr,02 47 55 10 89,http://www.mairie-cerelles.fr
Chambon,213700487,37048,COM,327,hab < 1000,,,
Chambourg-sur-Indre,213700495,37049,COM,1362,1000 ≤ hab < 3500,mairie.chambourg37@wanadoo.fr,02 47 92 50 10,http://www.chambourg-sur-indre.fr
Chambray-lès-Tours,213700503,37050,COM,11804,10.000 ≤ hab < 100.000,mairie@ville-chambray-les-tours.fr,02 47 48 45 67,http://www.ville-chambray-les-tours.fr
Champigny-sur-Veude,213700511,37051,COM,873,hab < 1000,mairie@champignysurveude.fr,02 47 95 73 48,http://www.champigny-sur-veude.fr
Chançay,213700529,37052,COM,1154,1000 ≤ hab < 3500,mairie@chancay.fr,02 47 52 93 17,http://www.chancay.fr
Chanceaux-près-Loches,213700537,37053,COM,139,hab < 1000,,,
Chanceaux-sur-Choisille,213700545,37054,COM,3552,3500 ≤ hab < 10.000,contact@chanceauxsurchoisille.fr,02 47 55 19 55,http://www.chanceauxsurchoisille.fr
Channay-sur-Lathan,213700552,37055,COM,851,hab < 1000,secretariat.mairie@channaysurlathan.net,02 47 24 63 07,http://www.channaysurlathan.net
La Chapelle-aux-Naux,213700560,37056,COM,578,hab < 1000,contact@mairie-lachapelleauxnaux.fr,02 47 96 80 36,http://www.chapelleauxnaux.fr
La Chapelle-Blanche-Saint-Martin,213700578,37057,COM,697,hab < 1000,accueil@lachapelleblanchesaintmartin.fr,02 47 59 62 13,http://www.la-chapelleblanche-saintmartin.fr
La Chapelle-sur-Loire,213700586,37058,COM,1484,1000 ≤ hab < 3500,contact@la-chapelle-sur-loire.fr,02 47 97 33 91,http://www.la-chapelle-sur-loire.fr
Charentilly,213700594,37059,COM,1307,1000 ≤ hab < 3500,mairie@charentilly.com,02 47 56 65 46,http://www.charentilly.com
Chargé,213700602,37060,COM,1321,1000 ≤ hab < 3500,mairie@village-charge.fr,02 47 57 04 01,http://www.charge37.fr
Charnizay,213700610,37061,COM,521,hab < 1000,charnizaymairie@wanadoo.fr,02 47 94 53 02,http://www.charnizay37.fr
Château-la-Vallière,213700628,37062,COM,1806,1000 ≤ hab < 3500,info@chateaulavalliere.com,02 47 24 00 21,http://www.chateaulavalliere.com
Château-Renault,213700636,37063,COM,5116,3500 ≤ hab < 10.000,mairie@ville-chateau-renault.fr,02 47 29 85 50,http://www.ville-chateau-renault.fr
Chaumussay,213700644,37064,COM,233,hab < 1000,,,
Chaveignes,213700651,37065,COM,563,hab < 1000,mairie@chaveignes.fr,02 47 58 16 74,http://www.chaveignes.fr
Chédigny,213700669,37066,COM,581,hab < 1000,mairie-chedigny@wanadoo.fr,02 47 92 51 43,http://www.chedigny.fr
Cheillé,213700677,37067,COM,1827,1000 ≤ hab < 3500,mairie@cheille.fr,02 47 45 42 25,http://www.cheille.fr
Chemillé-sur-Dême,213700685,37068,COM,729,hab < 1000,mairie.chemillesurdeme@wanadoo.fr,02 47 52 33 30,http://www.chemillesurdeme.fr
Chemillé-sur-Indrois,213700693,37069,COM,231,hab < 1000,mairie-chemille-sur-indrois@wanadoo.fr,02 47 92 60 75,http://www.chemillesurindrois.fr
Chenonceaux,213700701,37070,COM,351,hab < 1000,mairie.chenonceaux@wanadoo.fr,02 47 23 90 13,http://www.chenonceaux.fr
Chezelles,213700719,37071,COM,137,hab < 1000,,,
Chinon,213700727,37072,COM,8644,3500 ≤ hab < 10.000,sbergeault@ville-chinon.com,02 47 93 53 00,https://www.ville-chinon.com
Chisseaux,213700735,37073,COM,629,hab < 1000,mairie.de.chisseaux@wanadoo.fr,02 47 23 90 75,http://www.mairie-chisseaux.fr
Chouzé-sur-Loire,213700743,37074,COM,2114,1000 ≤ hab < 3500,mairie@chouzesurloire.fr,02 47 95 10 10,http://www.chouze-sur-loire.fr
Cigogné,213700750,37075,COM,439,hab < 1000,mairie@communedecigogne.fr,02 47 57 83 16,http://www.communedecigogne.fr
Cinais,213700768,37076,COM,437,hab < 1000,mairiecinais@wanadoo.fr,02 47 95 91 16,http://www.chinon-vienne-loire.fr
Cinq-Mars-la-Pile,213700776,37077,COM,3558,3500 ≤ hab < 10.000,mairie@cinqmarslapile.fr,02 47 96 20 30,http://www.cinq-mars-la-pile.fr
Ciran,213700784,37078,COM,425,hab < 1000,,,
Civray-de-Touraine,213700792,37079,COM,1888,1000 ≤ hab < 3500,civraydetouraine@wanadoo.fr,02 47 23 62 80,http://www.civraydetouraine.fr
Civray-sur-Esves,213700800,37080,COM,206,hab < 1000,mairie@civraysuresves.fr,02 47 59 63 40,http://www.civraysuresves.fr
Cléré-les-Pins,213700818,37081,COM,1429,1000 ≤ hab < 3500,mairie-clere-37@orange.fr,02 47 24 62 06,http://mairie.clere37.pagesperso-orange.fr
Continvoir,213700826,37082,COM,425,hab < 1000,,,
Cormery,213700834,37083,COM,1803,1000 ≤ hab < 3500,mairie@cormery.fr,02 47 43 40 66,http://www.cormery.fr
Couesmes,213700842,37084,COM,489,hab < 1000,mairiedecouesmes@orange.fr,02 47 24 05 87,http://www.couesmes.fr
Courçay,213700859,37085,COM,834,hab < 1000,mairiedecourcay@wanadoo.fr,02 47 94 16 06,http://www.courcay.fr
Courcelles-de-Touraine,213700867,37086,COM,500,hab < 1000,,,
Courcoué,213700875,37087,COM,271,hab < 1000,,,
Couziers,213700883,37088,COM,120,hab < 1000,,,
Cravant-les-Côteaux,213700891,37089,COM,707,hab < 1000,cravant-mairie@orange.fr,02 47 93 13 59,http://www.cravant-les-coteaux.com
Crissay-sur-Manse,213700909,37090,COM,96,hab < 1000,mairie@crissaysurmanse.fr,02 47 58 54 05,http://www.crissaysurmanse.fr
La Croix-en-Touraine,213700917,37091,COM,2309,1000 ≤ hab < 3500,mairie.la.croix-en-touraine@wanadoo.fr,02 47 23 64 64,http://www.lacroixentouraine.fr
Crotelles,213700925,37092,COM,704,hab < 1000,mairie.crotelles@wanadoo.fr,02 47 55 04 13,http://www.crotelles.fr
Crouzilles,213700933,37093,COM,546,hab < 1000,mairie.crouzilles@wanadoo.fr,02 47 58 55 15,http://www.commune-crouzilles.fr
Cussay,213700941,37094,COM,591,hab < 1000,contact@mairiecussay.fr,02 47 59 61 84,http://www.cussay.fr
Dame-Marie-les-Bois,213700958,37095,COM,371,hab < 1000,contact@mairiedamemarielesbois.fr,02 47 29 55 12,http://www.damemarielesbois.fr
Dierre,213700966,37096,COM,610,hab < 1000,mairie@dierre37.fr,02 47 57 93 86,http://www.dierre37.fr
Dolus-le-Sec,213700974,37097,COM,695,hab < 1000,contact@mairiededoluslesec.fr,02 47 59 11 52,http://www.doluslesec.fr
Draché,213700982,37098,COM,764,hab < 1000,mairie.drache@orange.fr,02 47 65 02 13,http://www.mairie-de-drache.fr
Druye,213700990,37099,COM,989,hab < 1000,lemaire@druye.fr,02 47 50 10 66,http://www.druye.fr
Épeigné-les-Bois,213701006,37100,COM,443,hab < 1000,mairie@epeignelesbois.fr,02 47 23 92 88,http://www.epeigne-les-bois.fr
Épeigné-sur-Dême,213701014,37101,COM,167,hab < 1000,,,
Esves-le-Moutier,213701030,37103,COM,151,hab < 1000,,,
Esvres,213701048,37104,COM,5974,3500 ≤ hab < 10.000,info@esvres.fr,02 47 34 35 36,http://www.ville-esvres.fr
Faye-la-Vineuse,213701055,37105,COM,260,hab < 1000,,,
La Ferrière,213701063,37106,COM,315,hab < 1000,,,
Ferrière-Larçon,213701071,37107,COM,256,hab < 1000,mairie.ferriere-larcon@wanadoo.fr,02 47 59 65 72,http://www.ferriere-larcon.com
Ferrière-sur-Beaulieu,213701089,37108,COM,755,hab < 1000,mairie@ferrieresurbeaulieu.fr,02 47 59 00 16,http://www.ferriere-sur-beaulieu.fr
Fondettes,213701097,37109,COM,10928,10.000 ≤ hab < 100.000,mairie@fondettes.fr,02 47 88 11 11,http://www.fondettes.fr
Francueil,213701105,37110,COM,1406,1000 ≤ hab < 3500,mairie-francueil@orange.fr,02 47 23 91 43,http://www.francueil.fr
Genillé,213701113,37111,COM,1555,1000 ≤ hab < 3500,genille.mairie@wanadoo.fr,02 47 59 50 21,http://www.genille.eu
Gizeux,213701121,37112,COM,445,hab < 1000,mairie.gizeux@wanadoo.fr,02 47 96 76 63,http://www.mairie-gizeux.fr
Le Grand-Pressigny,213701139,37113,COM,955,hab < 1000,le-grand-pressigny@wanadoo.fr,02 47 94 90 37,http://www.le-grand-pressigny.net
La Guerche,213701147,37114,COM,184,hab < 1000,mairielaguerche37@orange.fr,02 47 94 92 76,http://www.laguerche37.fr
Descartes,213701154,37115,COM,3642,3500 ≤ hab < 10.000,mairie@ville-descartes.fr,02 47 91 42 00,http://www.ville-descartes.fr
Les Hermites,213701162,37116,COM,587,hab < 1000,mairie@leshermites.fr,02 47 56 31 18,http://www.ville-leshermites.fr
Hommes,213701170,37117,COM,899,hab < 1000,accueil@mairiedehommes.fr,02 47 24 61 14,http://www.mairiedehommes.fr
Huismes,213701188,37118,COM,1549,1000 ≤ hab < 3500,huismes.mairie@wanadoo.fr,02 47 95 52 78,http://www.huismes.com
L'Île-Bouchard,213701196,37119,COM,1620,1000 ≤ hab < 3500,accueil@mairie-ilebouchard.fr,02 47 58 50 15,http://www.mairie-ilebouchard.fr
Jaulnay,213701212,37121,COM,262,hab < 1000,,,
Joué-lès-Tours,213701220,37122,COM,37974,10.000 ≤ hab < 100.000,joue.contact@jouelestours.fr,02 47 39 70 00,http://www.jouelestours.fr
Langeais,200065936,37123,COM,4667,3500 ≤ hab < 10.000,contact@langeais.fr,02 47 96 12 50,http://www.langeais.fr
Larçay,213701246,37124,COM,2476,1000 ≤ hab < 3500,contact@ville-larcay.fr,02 47 45 86 00,http://www.ville-larcay.fr
Lémeré,213701253,37125,COM,515,hab < 1000,commune-lemere@orange.fr,02 47 95 70 36,http://www.lemere.fr
Lerné,213701261,37126,COM,308,hab < 1000,,,
Le Liège,213701279,37127,COM,371,hab < 1000,mairie.leliege@wanadoo.fr,02 47 59 74 38,http://www.le-liege.com
Lignières-de-Touraine,213701287,37128,COM,1318,1000 ≤ hab < 3500,mairie.lignieres.de.touraine@wanadoo.fr,02 47 96 72 13,http://www.lignieresdetouraine.fr
Ligré,213701295,37129,COM,1092,1000 ≤ hab < 3500,,,
Ligueil,213701303,37130,COM,2239,1000 ≤ hab < 3500,accueil@ville-ligueil.fr,02 47 59 60 44,http://www.ville-ligueil.fr
Limeray,213701311,37131,COM,1309,1000 ≤ hab < 3500,contact@ville-limeray.fr,02 47 30 11 14,http://ville-limeray.fr
Loches,213701329,37132,COM,7031,3500 ≤ hab < 10.000,cabinet@mairieloches.com,02 47 91 19 50,http://www.ville-loches.fr
Loché-sur-Indrois,213701337,37133,COM,563,hab < 1000,mairie@lochesurindrois.fr,02 47 92 61 55,http://www.loche-sur-indrois.fr
Louans,213701345,37134,COM,643,hab < 1000,mairie.louans@orange.fr,02 47 92 83 13,http://www.louans.eu
Le Louroux,213701360,37136,COM,529,hab < 1000,mairie@lelouroux.com,02 47 92 82 07,http://www.lelouroux.com
Lublé,213701378,37137,COM,148,hab < 1000,,,
Lussault-sur-Loire,213701386,37138,COM,782,hab < 1000,,,
Luynes,213701394,37139,COM,5261,3500 ≤ hab < 10.000,mairie@luynes.fr,02 47 55 35 55,http://www.luynes.fr
Luzé,213701402,37140,COM,261,hab < 1000,mairie@luze.fr,02 47 58 32 52,http://www.luze37.fr
Luzillé,213701410,37141,COM,999,hab < 1000,mairie@luzille.fr,02 47 57 84 19,http://www.luzille.fr
Maillé,213701428,37142,COM,584,hab < 1000,secretariat@maille.fr,02 47 65 24 71,http://www.maille.fr
Manthelan,213701436,37143,COM,1398,1000 ≤ hab < 3500,mairie@manthelan.fr,02 47 91 23 00,http://www.manthelan.fr
Marçay,213701444,37144,COM,518,hab < 1000,,,
Marcé-sur-Esves,213701451,37145,COM,247,hab < 1000,mairiemarcesuresves@wanadoo.fr,02 47 59 86 27,http://www.marcesuresves.fr
Marcilly-sur-Maulne,213701469,37146,COM,242,hab < 1000,,,
Marcilly-sur-Vienne,213701477,37147,COM,559,hab < 1000,mairiedemarcilly@wanadoo.fr,02 47 65 20 43,https://www.marcillysurvienne.com
Marigny-Marmande,213701485,37148,COM,594,hab < 1000,mairie@marignymarmande.fr,02 47 58 31 11,http://www.marigny-marmande.fr
Marray,213701493,37149,COM,469,hab < 1000,mairie@marray37.fr,02 47 56 30 51,http://www.marray37.fr
Mazières-de-Touraine,213701501,37150,COM,1311,1000 ≤ hab < 3500,mazieresdetouraine@wanadoo.fr,02 47 96 41 54,http://www.mazieresdetouraine.com
La Membrolle-sur-Choisille,213701519,37151,COM,3408,1000 ≤ hab < 3500,mairie@ville-la-membrolle37.fr,02 47 41 21 28,http://www.la-membrolle-sur-choisille.fr
Mettray,213701527,37152,COM,2112,1000 ≤ hab < 3500,administration@ville-mettray.fr,02 47 41 22 29,http://www.mettray.fr
Monnaie,213701535,37153,COM,4425,3500 ≤ hab < 10.000,contact@ville-monnaie.fr,02 47 56 10 20,http://www.ville-monnaie.fr
Montbazon,213701543,37154,COM,4300,3500 ≤ hab < 10.000,mairie.montbazon@wanadoo.fr,02 47 26 01 30,http://www.ville-montbazon.fr
Monthodon,213701550,37155,COM,625,hab < 1000,contact@monthodon.fr,02 47 29 56 05,http://www.monthodon.fr
Montlouis-sur-Loire,213701568,37156,COM,10937,10.000 ≤ hab < 100.000,mairie@ville-montlouis-loire.fr,02 47 45 85 85,http://www.ville-montlouis-loire.fr
Montrésor,213701576,37157,COM,380,hab < 1000,mairie-montresor@wanadoo.fr,02 47 91 43 00,http://ww.montresor.fr
Montreuil-en-Touraine,213701584,37158,COM,849,hab < 1000,mairie@montreuil-touraine.fr,02 47 30 15 14,http://www.montreuil-touraine.fr
Monts,213701592,37159,COM,7929,3500 ≤ hab < 10.000,mairie@monts.fr,02 47 34 11 80,http://www.monts.fr
Morand,213701600,37160,COM,358,hab < 1000,secretariat@mairiedemorand.fr,02 47 29 69 12,https://www.mairiedemorand.fr
Mosnes,213701618,37161,COM,822,hab < 1000,mairie.mosnes@wanadoo.fr,02 47 57 22 13,http://www.mosnes-infos.com
Mouzay,213701626,37162,COM,495,hab < 1000,mairie.mouzay@wanadoo.fr,02 47 59 15 43,http://www.mouzay.fr
Nazelles-Négron,213701634,37163,COM,3633,3500 ≤ hab < 10.000,lemaire@nzn.fr,02 47 23 71 71,http://www.nazellesnegron.fr
Neuil,213701659,37165,COM,445,hab < 1000,,02 47 65 82 66,http://www.mairie-neuil.fr
Neuillé-le-Lierre,213701667,37166,COM,816,hab < 1000,,,
Neuillé-Pont-Pierre,213701675,37167,COM,2011,1000 ≤ hab < 3500,accueil@neuillepontpierre.fr,02 47 24 54 84,http://www.neuillepontpierre.fr
Neuilly-le-Brignon,213701683,37168,COM,313,hab < 1000,mairie.neuilly.le.brignon@wanadoo.fr,02 47 59 66 02,http://www.neuillylebrignon.fr
Neuville-sur-Brenne,213701691,37169,COM,923,hab < 1000,communedeneuvillesurbrenne@outlook.fr,02 47 29 52 13,http://www.neuville-sur-brenne.com
Neuvy-le-Roi,213701709,37170,COM,1144,1000 ≤ hab < 3500,mairie.neuvy-le-roi@wanadoo.fr,02 47 29 71 71,http://www.bmaneuvy.wordpress.com
Noizay,213701717,37171,COM,1170,1000 ≤ hab < 3500,contact@mairiedenoizay.fr,02 47 52 11 06,http://www.noizay.net
Notre-Dame-d'Oé,213701725,37172,COM,4167,3500 ≤ hab < 10.000,mairie@ndoe.fr,02 47 41 30 08,http://www.ville-notre-dame-doe.fr
Nouans-les-Fontaines,213701733,37173,COM,768,hab < 1000,,,
Nouâtre,213701741,37174,COM,839,hab < 1000,mairie.nouatre@wanadoo.fr,02 47 65 20 15,http://www.mairie-nouatre.fr
Nouzilly,213701758,37175,COM,1294,1000 ≤ hab < 3500,mairie.nouzilly@wanadoo.fr,02 47 56 12 21,http://www.nouzilly.fr
Noyant-de-Touraine,213701766,37176,COM,1287,1000 ≤ hab < 3500,mairie@noyant-de-touraine.fr,02 47 65 82 03,http://www.noyant-de-touraine.fr
Orbigny,213701774,37177,COM,771,hab < 1000,mairie.orbigny@wanadoo.fr,02 47 94 23 18,http://www.orbigny.fr
Panzoult,213701782,37178,COM,577,hab < 1000,mairie.panzoult@wanadoo.fr,09 65 30 25 44,https://www.panzoult.fr
Parçay-Meslay,213701790,37179,COM,2351,1000 ≤ hab < 3500,mairie@parcay-meslay.com,02 47 29 15 15,http://www.parcay-meslay.fr
Parçay-sur-Vienne,213701808,37180,COM,653,hab < 1000,mairiedeparcaysurvienne@wanadoo.fr,02 47 58 54 57,http://mairie-parcaysurvienne.fr
Paulmy,213701816,37181,COM,243,hab < 1000,paulmy.mairie@wanadoo.fr,02 47 59 66 64,http://www.paulmy.fr
Pernay,213701824,37182,COM,1341,1000 ≤ hab < 3500,mairie.pernay@neuf.fr,02 47 52 43 83,http://www.pernay.fr
Perrusson,213701832,37183,COM,1558,1000 ≤ hab < 3500,perrusson.37@wanadoo.fr,02 47 59 03 92,http://www.perrusson.fr
Le Petit-Pressigny,213701840,37184,COM,343,hab < 1000,mairie.le.petit.pressigny@orange.fr,02 47 94 93 59,http://lepetitpressigny.fr
Pocé-sur-Cisse,213701857,37185,COM,1726,1000 ≤ hab < 3500,mairiedepoce@wanadoo.fr,02 47 57 18 15,http://www.mairiedepoce-sur-cisse.fr
Pont-de-Ruan,213701865,37186,COM,1168,1000 ≤ hab < 3500,,,
Ports-sur-Vienne,213701873,37187,COM,361,hab < 1000,mairie-ports-37@ports-37.com,02 47 65 02 62,http://www.ports-37.com
Pouzay,213701881,37188,COM,872,hab < 1000,,,
Preuilly-sur-Claise,213701899,37189,COM,1028,1000 ≤ hab < 3500,mairie-preuilly@orange.fr,02 47 94 50 04,http://www.preuillysurclaise.fr
Pussigny,213701907,37190,COM,173,hab < 1000,mairie.pussigny@wanadoo.fr,02 47 65 01 02,http://mairie-de-pussigny.fr
Razines,213701915,37191,COM,244,hab < 1000,,,
Reignac-sur-Indre,213701923,37192,COM,1234,1000 ≤ hab < 3500,contact@reignac-sur-indre.fr,02 47 94 10 20,http://www.reignac-sur-indre.fr
Restigné,213701931,37193,COM,1294,1000 ≤ hab < 3500,contact@restigne.fr,02 47 97 32 08,http://www.restigne.fr
Reugny,213701949,37194,COM,1693,1000 ≤ hab < 3500,mairie-reugny@wanadoo.fr,02 47 52 94 32,http://www.reugny-37.fr
La Riche,213701956,37195,COM,10543,10.000 ≤ hab < 100.000,la.mairie@ville-lariche.fr,02 47 36 24 24,http://www.ville-lariche.fr
Richelieu,213701964,37196,COM,1782,1000 ≤ hab < 3500,,02 47 58 10 13,http://www.ville-richelieu.fr
Rigny-Ussé,213701972,37197,COM,504,hab < 1000,rigny-usse-mairie@wanadoo.fr,02 47 95 55 85,http://www.rigny-usse.fr
Rillé,213701980,37198,COM,321,hab < 1000,mairie.rille@orange.fr,02 47 24 64 68,http://www.rille.fr
Rilly-sur-Vienne,213701998,37199,COM,499,hab < 1000,,,
Rivarennes,213702004,37200,COM,1024,1000 ≤ hab < 3500,mairie.rivarennes@wanadoo.fr,02 47 95 51 43,http://www.mairie-rivarennes-37.fr
Rivière,213702012,37201,COM,731,hab < 1000,,,
La Roche-Clermault,213702020,37202,COM,528,hab < 1000,,,
Rochecorbon,213702038,37203,COM,3255,1000 ≤ hab < 3500,contact@mairie-rochecorbon.fr,02 47 52 50 20,http://www.mairie-rochecorbon.fr
Rouziers-de-Touraine,213702046,37204,COM,1316,1000 ≤ hab < 3500,mairie@rouziers-de-touraine.com,02 47 56 60 13,http://www.rouziers-de-touraine.com
Saché,213702053,37205,COM,1399,1000 ≤ hab < 3500,mairie.sache@wanadoo.fr,02 47 26 86 65,http://www.sache.fr
Saint-Antoine-du-Rocher,213702061,37206,COM,1760,1000 ≤ hab < 3500,secretariat@saint-antoine-du-rocher.fr,02 47 56 65 04,https://www.saint-antoine-du-rocher.fr
Saint-Aubin-le-Dépeint,213702079,37207,COM,309,hab < 1000,,,
Saint-Avertin,213702087,37208,COM,15314,10.000 ≤ hab < 100.000,mairie@ville-saint-avertin.fr,02 47 48 48 48,http://www.ville-saint-avertin.fr
Saint-Benoît-la-Forêt,213702103,37210,COM,871,hab < 1000,commune.stbenoitlaforet@orange.fr,02 47 58 00 11,http://www.saintbenoitlaforet.fr
Saint-Branchs,213702111,37211,COM,2635,1000 ≤ hab < 3500,mairie.saintbranchs@orange.fr,02 47 26 30 15,http://www.saint-branchs.fr
Sainte-Catherine-de-Fierbois,213702129,37212,COM,765,hab < 1000,mairie@saintecatherinedefierbois.fr,02 47 65 43 46,http://www.saintecatherinedefierbois.fr
Saint-Christophe-sur-le-Nais,213702137,37213,COM,1145,1000 ≤ hab < 3500,mairie.stchristophe@wanadoo.fr,02 47 29 24 19,http://www.mairie-saintchristophesurlenais.fr
Saint-Cyr-sur-Loire,213702145,37214,COM,16092,10.000 ≤ hab < 100.000,info@saint-cyr-sur-loire.com,02 47 42 80 00,http://www.saint-cyr-sur-loire.com
Saint-Épain,213702160,37216,COM,1585,1000 ≤ hab < 3500,contact@saint-epain.fr,02 47 65 80 21,http://www.saint-epain.fr
Saint-Étienne-de-Chigny,213702178,37217,COM,1604,1000 ≤ hab < 3500,mairiesedc@orange.fr,02 47 55 52 15,http://www.saintetiennedechigny-mairie.fr
Saint-Flovier,213702186,37218,COM,598,hab < 1000,mairie.st.flovier@wanadoo.fr,02 47 94 72 24,http://www.saint-flovier.fr
Saint-Genouph,213702194,37219,COM,1076,1000 ≤ hab < 3500,mairie-st-genouph2@wanadoo.fr,02 47 45 51 14,http://www.commune-saint-genouph.fr
Saint-Germain-sur-Vienne,213702202,37220,COM,388,hab < 1000,stgermain.mairie@wanadoo.fr,02 47 95 96 46,https://www.saint-germain-sur-vienne.com
Saint-Hippolyte,213702210,37221,COM,682,hab < 1000,mairie@sthippolyte.fr,02 47 94 71 40,http://sthippolyte37.fr
Saint-Jean-Saint-Germain,213702228,37222,COM,789,hab < 1000,mairie.stjeanstgermain@wanadoo.fr,02 47 94 70 05,http://www.saintjeansaintgermain.fr
Saint-Laurent-de-Lin,213702236,37223,COM,323,hab < 1000,mairie@saintlaurentdelin.fr,02 47 24 05 07,http://www.saint-laurent-de-lin.com
Saint-Laurent-en-Gâtines,213702244,37224,COM,964,hab < 1000,mairie.st.laurent.en.gatines@wanadoo.fr,02 47 29 68 12,http://saintlaurentengatines.fr
Saint-Martin-le-Beau,213702251,37225,COM,3214,1000 ≤ hab < 3500,accueil.stmartinlebeau@wanadoo.fr,02 47 50 67 26,http://www.saintmartinlebeau.fr
Sainte-Maure-de-Touraine,213702269,37226,COM,4334,3500 ≤ hab < 10.000,mairie@sainte-maure-de-touraine.fr,02 47 65 40 12,http://www.sainte-maure-de-touraine.fr
Saint-Nicolas-de-Bourgueil,213702285,37228,COM,1126,1000 ≤ hab < 3500,contact@saint-nicolas-de-bourgueil.fr,02 47 97 75 16,http://www.saint-nicolas-de-bourgueil.fr
Saint-Nicolas-des-Motets,213702293,37229,COM,274,hab < 1000,mairie-saintnicolasdesmotets@wanadoo.fr,02 47 29 65 20,http://www.saint-nicolas-des-motets.fr
Saint-Ouen-les-Vignes,213702301,37230,COM,1045,1000 ≤ hab < 3500,mairie-st-ouen-les-vignes@wanadoo.fr,02 47 30 18 87,http://www.saint-ouen-les-vignes.fr
Saint-Paterne-Racan,213702319,37231,COM,1691,1000 ≤ hab < 3500,mairie.accueil@stpaterneracan.fr,02 47 29 30 87,https://www.stpaterneracan.fr
Coteaux-sur-Loire,200065969,37232,COM,1946,1000 ≤ hab < 3500,mairie@coteaux-sur-loire.fr,02 47 96 98 15,http://coteaux-sur-loire.fr
Saint-Pierre-des-Corps,213702335,37233,COM,16290,10.000 ≤ hab < 100.000,secretariatdumaire@mairiespdc.fr,02 47 63 43 43,http://www.saintpierredescorps.fr
Saint-Quentin-sur-Indrois,213702343,37234,COM,522,hab < 1000,,,
Saint-Règle,213702368,37236,COM,573,hab < 1000,,,
Saint-Roch,213702376,37237,COM,1283,1000 ≤ hab < 3500,accueil.secretariat@mairiesaintroch.fr,02 47 56 74 67,http://www.saint-roch.fr
Saint-Senoch,213702384,37238,COM,565,hab < 1000,mairiedesaintsenoch@rlan.eu,02 47 59 11 17,http://www.mairiedesaintsenoch.fr
Saunay,213702400,37240,COM,707,hab < 1000,mairie.saunay@wanadoo.fr,02 47 29 53 21,http://www.saunay.fr
