nom,SIREN,type,code_region,code_departement,population,tranche_pop,adresse_courriel,telephone,site_internet
CC de la Plaine Dijonnaise,200000925,CC,27,21,22549,10.000 ≤ hab < 100.000,accueil@plainedijonnaise.fr,03 80 37 70 12,http://www.plainedijonnaise.fr
CC de la Plaine du Nord Loiret,244500542,CC,24,45,7020,3500 ≤ hab < 10.000,contact@cc-plaine-nord-loiret.fr,02 38 39 60 38,http://www.cc-plaine-nord-loiret.fr
CC de la Plaine du Rhin,200041283,CC,44,67,18700,10.000 ≤ hab < 100.000,contact@cc-plaine-rhin.fr,03 88 53 08 20,http://www.cc-plaine-rhin.fr
CC de la Plaine Jurassienne,243901089,CC,27,39,9437,3500 ≤ hab < 10.000,"administration@cc-laplaine-jurassienne.com, contact@terredemeraude.fr","03 84 81 70 22, 03 84 25 23 90","http://www.cc-laplaine-jurassienne.com, http://www.terredemeraude.fr"
CC de la Région d'Audruicq,246200844,CC,32,62,27501,10.000 ≤ hab < 100.000,communaute-reg-audruicq@ccra.fr,03 21 00 83 83,http://www.ccra.fr
CC de la Région de Bar-sur-Aube,241000405,CC,44,10,11817,10.000 ≤ hab < 100.000,contact.ccrb@barsuraube.org,03 25 27 81 24,http://www.barsuraube.org
CC de la Région de Blain,244400453,CC,52,44,16457,10.000 ≤ hab < 100.000,accueil@cc-regionblain.fr,02 40 79 09 92,http://www.pays-de-blain.com
CC de la Région de Guebwiller,246800569,CC,44,68,39063,10.000 ≤ hab < 100.000,infos@cc-guebwiller.fr,03 89 62 12 34,http://www.cc-guebwiller.fr
CC de la Région de Levroux,243600293,CC,24,36,6470,3500 ≤ hab < 10.000,,,
CC de la Région de Molsheim-Mutzig,246701064,CC,44,67,40628,10.000 ≤ hab < 100.000,secretariat@cc-molsheim-mutzig.fr,03 88 49 82 58,http://www.cc-molsheim-mutzig.fr
CC de la Région de Rambervillers,200005957,CC,44,88,13785,10.000 ≤ hab < 100.000,,,
CC de la Région de Suippes,200042620,CC,44,51,7993,3500 ≤ hab < 10.000,contact@cc-regiondesuippes.com,03 26 70 08 60,https://cc-regiondesuippes.com
CC de la Save au Touch,243100781,CC,76,31,40751,10.000 ≤ hab < 100.000,secretariat@grandouesttoulousain.fr,05 34 51 44 33,http://www.grandouesttoulousain.fr
CC de la Sologne des Étangs,244100780,CC,24,41,8869,3500 ≤ hab < 10.000,contact@sologne-des-etangs.fr,02 54 94 62 00,http://www.sologne-des-etangs.fr
CC de la Sologne des Rivières,244100806,CC,24,41,11261,10.000 ≤ hab < 100.000,solognedesrivieres@ccsr.fr,02 54 96 23 00,http://www.sologne-des-rivieres.fr
CC de la Station des Rousses-Haut Jura,243900354,CC,27,39,7217,3500 ≤ hab < 10.000,contact@cc-stationdesrousses.fr,03 84 60 52 60,http://www.cc-stationdesrousses.fr
CC de la Tenarèze,243200417,CC,76,32,15165,10.000 ≤ hab < 100.000,contact@cc-tenareze.fr,05 62 28 73 53,http://www.cc-tenareze.fr
CC de la Terre des Deux Caps,246200380,CC,32,62,22459,10.000 ≤ hab < 100.000,contact@terredes2caps.com,03 21 87 57 57,http://www.terredes2caps.fr
CC de la Thiérache du Centre,240200444,CC,32,02,27564,10.000 ≤ hab < 100.000,contact@thieracheducentre.fr,03 23 97 36 00,http://www.cc-thieracheducentre.fr
CC de la Vallée d'Ossau,246400337,CC,75,64,10047,10.000 ≤ hab < 100.000,ccvo@cc-ossau.fr,05 59 05 66 77,http://www.cc-ossau.fr
CC de la Vallée de Chamonix-Mont-Blanc,200023372,CC,84,74,13541,10.000 ≤ hab < 100.000,contact@ccvcmb.fr,04 50 54 39 76,http://www.cc-valleedechamonixmontblanc.fr
CC de la Vallée de Kaysersberg,246800551,CC,44,68,17088,10.000 ≤ hab < 100.000,info@cc-kaysersberg.fr,03 89 78 21 55,http://www.cc-kaysersberg.fr
CC de la Vallée de l'Homme,200041168,CC,75,24,16125,10.000 ≤ hab < 100.000,contact@cc-vh.fr,05 53 51 70 70,https://www.cc-valleedelhomme.fr
CC de la Vallée de l'Oise et des Trois Forêts,249500455,CC,11,95,39462,10.000 ≤ hab < 100.000,,,
CC de la Vallée de la Bruche,246700306,CC,44,67,21668,10.000 ≤ hab < 100.000,contact@valleedelabruche.fr,03 88 97 86 20,http://www.cc.valleedelabruche.fr
CC de la Vallée de la Doller et du Soultzbach,246800676,CC,44,68,16618,10.000 ≤ hab < 100.000,contact@cc-vallee-doller.fr,03 89 38 81 75,http://www.cc-vallee-doller.fr
CC de la Vallée de la Haute-Sarthe,200035103,CC,28,61,8033,3500 ≤ hab < 10.000,accueil@ccvhs.fr,02 33 27 61 02,http://www.ccvhs.fr
CC de la Vallée de Munster,246800585,CC,44,68,16591,10.000 ≤ hab < 100.000,ccvm@cc-vallee-munster.fr,03 89 77 50 32,http://www.cc-vallee-munster.fr
CC de la Vallée de Saint-Amarin,246800205,CC,44,68,12687,10.000 ≤ hab < 100.000,contact@ccvsa.fr,03 89 82 60 01,http://www.ccvsa.fr
CC de la Vallée de Villé,246700777,CC,44,67,11211,10.000 ≤ hab < 100.000,contact@valleedeville.fr,03 88 58 91 65,http://www.valleedeville.fr
CC de la Vallée du Gapeau,248300410,CC,93,83,30876,10.000 ≤ hab < 100.000,,,
CC de la Vallée du Garon (CCVG),246900757,CC,84,69,31019,10.000 ≤ hab < 100.000,contact@cc-valleedugaron.fr,04 72 31 78 72,http://www.ccvalleedugaron.com
CC de la Vallée du Lot et du Vignoble,244600433,CC,76,46,14909,10.000 ≤ hab < 100.000,lot.vignoble@ccvlv.fr,05 65 36 06 06,http://www.cc-lot-vignoble.fr
CC de la Vallée Verte,247400047,CC,84,74,7790,3500 ≤ hab < 10.000,contact@cc-valleeverte.fr,04 50 39 09 20,http://www.cc-valleeverte.fr
CC de la Vanne et du Pays d'Othe,248900664,CC,27,89,8925,3500 ≤ hab < 10.000,,,
CC de la Veyle,200070555,CC,84,01,22575,10.000 ≤ hab < 100.000,accueil@cc-laveyle.fr,03 85 23 90 15,http://www.cc-laveyle.fr
CC de Lévézou Pareloup,241200765,CC,76,12,5581,3500 ≤ hab < 10.000,contact@levezou-pareloup.fr,05 65 58 19 84,http://www.levezou.fr
CC de Londinières,247600604,CC,28,76,5372,3500 ≤ hab < 10.000,ccl1@orange.fr,02 35 17 04 71,http://www.comcom-londinieres.fr
CC de Marana-Golo,200036499,CC,94,2B,24052,10.000 ≤ hab < 100.000,contact@maranagolo.org,04 95 58 40 40,https://maranagolo.org
CC de Marcigny,247100639,CC,27,71,6453,3500 ≤ hab < 10.000,contact@ccmarcigny.fr,03 85 25 37 08,http://www.cc-marcigny.fr
CC de Marie-Galante,249710047,CC,01,971,11102,10.000 ≤ hab < 100.000,,,
CC de Millau Grands Causses,241200567,CC,76,"12,48",30790,10.000 ≤ hab < 100.000,contact@cc-millaugrandscausses.fr,05 65 61 40 20,http://www.cc-millaugrandscausses.fr
CC de Mimizan,244000543,CC,75,40,12322,10.000 ≤ hab < 100.000,contact@mimizan.net,05 58 09 44 55,http://www.cc-mimizan.fr
CC de Mirecourt Dompaire,200068369,CC,44,88,20152,10.000 ≤ hab < 100.000,,,
CC de Miribel et du Plateau,240100800,CC,84,01,23888,10.000 ≤ hab < 100.000,contact@cc-miribel.fr,04 78 55 52 18,http://www.cc-miribel.fr
CC de Montaigne Montravel et Gurson,200034197,CC,75,24,12273,10.000 ≤ hab < 100.000,direction@cdcmmg.fr,05 53 82 20 24,https://www.cdcmontaignemontravelgurson.fr
CC de Montbenoît,242500320,CC,27,25,7749,3500 ≤ hab < 10.000,,,
CC de Montesquieu,243301264,CC,75,33,43893,10.000 ≤ hab < 100.000,contact@cc-montesquieu.fr,05 57 96 01 20,http://www.cc-montesquieu.fr
CC de Noblat,248719361,CC,75,87,12254,10.000 ≤ hab < 100.000,,,
CC de Nozay,244400537,CC,52,44,15978,10.000 ≤ hab < 100.000,accueil@cc-nozay.fr,02 40 79 51 51,http://www.cc-nozay.fr
CC de Parthenay-Gâtine,200041333,CC,75,79,38989,10.000 ≤ hab < 100.000,cc-parthenay@cc-parthenay-gatine.fr,05 49 94 03 77,http://www.cc-parthenay-gatine.fr
CC de Petite Camargue,243000593,CC,76,30,26949,10.000 ≤ hab < 100.000,contact@petitecamargue.fr,04 66 51 19 20,http://www.petitecamargue.fr
CC de Petite-Terre,200050532,CC,06,976,30039,10.000 ≤ hab < 100.000,,,
CC de Pont-Audemer / Val de Risle,200065787,CC,28,27,34014,10.000 ≤ hab < 100.000,info@cc-pont-audemer.fr,02 32 41 08 15,http://www.ville-pont-audemer.fr
CC de Portes Sud Périgord,200040889,CC,75,24,8488,3500 ≤ hab < 10.000,cc.portessudperigord@orange.fr,05 53 22 57 94,http://www.ccpsp24.fr
CC de Pouilly-en-Auxois/Bligny-sur-Ouche,200071207,CC,27,21,8910,3500 ≤ hab < 10.000,contact@ccpoullybligny.fr,03 80 90 80 44,http://www.ccpouillybligny.fr
CC de Puisaye-Forterre,200067130,CC,27,"58,89",35968,10.000 ≤ hab < 100.000,,,
CC de Sablé-sur-Sarthe,247200090,CC,52,"53,72",29858,10.000 ≤ hab < 100.000,communautedecommunes@sablesursarthe.fr,02 43 62 50 00,https://www.payssabolien.fr
CC de Saint-Méen Montauban,200038990,CC,53,35,27007,10.000 ≤ hab < 100.000,accueil@stmeen-montauban.fr,02 99 06 54 92,http://www.stmeen-montauban.fr
CC de Saulieu,242101442,CC,27,21,5582,3500 ≤ hab < 10.000,contact@saulieu-morvan.fr,03 80 64 77 44,http://www.saulieu-morvan.fr
CC de Seille et Grand Couronné,200070589,CC,44,54,18890,10.000 ≤ hab < 100.000,contact@comcom-sgc.fr,03 83 31 74 37,https://www.comcom-sgc.fr
CC de Sélestat,246700967,CC,44,67,37059,10.000 ≤ hab < 100.000,contact@cc-selestat.fr,03 88 58 01 60,http://www.cc-selestat.fr
CC de Sézanne-Sud Ouest Marnais,200066835,CC,44,51,22175,10.000 ≤ hab < 100.000,contact@ccssom.fr,03 26 42 75 18,http://www.ccssom.fr
CC de Thann-Cernay,200036465,CC,44,68,38558,10.000 ≤ hab < 100.000,contact@cc-thann-cernay.fr,03 89 75 47 72,https://www.cc-thann-cernay.fr
CC de Vendeuvre-Soulaines,200066892,CC,44,10,7990,3500 ≤ hab < 10.000,secretariat@ccvendeuvresoulaines.fr,03 25 92 59 40,http://www.ccvendeuvresoulaines.fr
CC de Ventadour - Egletons - Monédières,241900133,CC,75,19,11184,10.000 ≤ hab < 100.000,accueil@cc-ventadour.fr,05 55 27 69 26,http://www.cc-ventadour.fr
CC de Vezouze en Piémont,200069433,CC,44,54,12058,10.000 ≤ hab < 100.000,accueil@ccvp.fr,03 83 42 46 46,http://www.cc-vezouze.fr
CC de Vie et Boulogne,200072882,CC,52,85,44170,10.000 ≤ hab < 100.000,,,
CC de Villedieu Intercom,200043354,CC,28,50,16141,10.000 ≤ hab < 100.000,accueil@villedieuintercom.fr,02 33 90 17 90,http://www.villedieuintercom.fr
CC de Yenne,247300262,CC,84,73,7259,3500 ≤ hab < 10.000,accueil@ccyenne.fr,04 79 36 90 76,http://www.ccyenne73.fr
CC des 1000 étangs,247000854,CC,27,70,8853,3500 ≤ hab < 10.000,melisey.ccme@orange.fr,03 84 20 05 53,http://www.cc-1000etangs.fr
CC des 4B Sud Charente,200029734,CC,75,16,20676,10.000 ≤ hab < 100.000,accueil@cdc4b.com,05 45 78 89 09,http://www.cdc4b.com
"CC des Albères,de la Côte Vermeille et de l'Illibéris",200043602,CC,76,66,56061,10.000 ≤ hab < 100.000,accueil@cc-acvi.com,04 68 81 63 77,http://www.acvi.com
CC des Aspres,246600449,CC,76,66,21349,10.000 ≤ hab < 100.000,contact@cc-aspres.fr,04 68 53 21 87,http://www.cc-aspres.fr
CC des Ballons des Hautes-Vosges,200033868,CC,44,88,15684,10.000 ≤ hab < 100.000,,,
CC des Baronnies en Drôme Provençale,200068229,CC,84,26,21849,10.000 ≤ hab < 100.000,ccbdp@cc-bdp.fr,04 75 26 34 37,http://www.cc-bdp.fr
CC des Bastides Dordogne-Périgord,200034833,CC,75,24,19194,10.000 ≤ hab < 100.000,ccbdp@ccbdp.fr,05 53 73 56 20,http://www.ccbdp.fr
CC des Bastides en Haut-Agenais Périgord,200036523,CC,75,47,17495,10.000 ≤ hab < 100.000,contact@ccbastides47.fr,05 53 49 55 80,http://www.ccbastides47.com
CC des Campagnes de l'Artois,200069482,CC,32,62,34602,10.000 ≤ hab < 100.000,accueil@campagnesartois.fr,03 21 22 02 00,http://www.campagnesartois.fr
CC des Causses à l'Aubrac,200068484,CC,76,12,15004,10.000 ≤ hab < 100.000,contact@causseaubrac.fr,05 65 70 69 60,http://www.caussesaubrac.fr
CC des Cévennes au Mont Lozère,200069136,CC,76,48,5299,3500 ≤ hab < 10.000,cc-cevennesmontlozere@orange.fr,04 66 65 07 79,http://www.cevennes-mont-lozere.fr
CC des Cévennes Gangeoises et Suménoises,243400736,CC,76,"30,34",13503,10.000 ≤ hab < 100.000,contact@cdcgangesumene.fr,04 67 73 78 60,http://www.cdcgangesumene.fr
CC des Coëvrons,200033298,CC,52,53,28164,10.000 ≤ hab < 100.000,contact@coevrons.fr,02 43 66 32 00,http://www.coevrons.fr
CC des Collines du Nord Dauphiné,243801255,CC,84,38,24647,10.000 ≤ hab < 100.000,communaute@collines.org,04 72 48 19 89,http://www.collinesnorddauphine.fr
CC des Collines du Perche,244100293,CC,24,41,6306,3500 ≤ hab < 10.000,dgs@cc-collinesperche.fr,02 54 89 71 14,http://cc-collinesperche.fr
CC des Collines du Perche Normand,200071504,CC,28,61,12989,10.000 ≤ hab < 100.000,accueil@perchenormand.fr,02 37 49 63 51,http://www.perchenormand.fr
CC des Combes,247000367,CC,27,70,7831,3500 ≤ hab < 10.000,lescombes@wanadoo.fr,03 84 92 72 12,http://www.cc-descombes.fr
CC des Coteaux Arrats Gimone,200042372,CC,76,32,10777,10.000 ≤ hab < 100.000,secretariat@3cag.fr,05 62 67 91 67,http://www.3cag.fr
CC des Coteaux Bellevue,243100815,CC,76,31,20435,10.000 ≤ hab < 100.000,coteauxbellevue@cc-coteauxbellevue.fr,05 34 27 20 50,http://www.cc-coteauxbellevue.fr
CC des Coteaux Bordelais,243301355,CC,75,33,19424,10.000 ≤ hab < 100.000,contact@cdc-coteaux-bordelais.fr,05 57 34 26 37,http://coteaux-bordelais.fr
CC des Coteaux du Girou,243100732,CC,76,31,21489,10.000 ≤ hab < 100.000,contact@coteauxdugirou.fr,05 34 27 45 73,http://www.cc-coteaux-du-girou.fr
CC des Coteaux du Val-d'Arros,200070803,CC,76,65,11508,10.000 ≤ hab < 100.000,contact@coteaux-val-arros.fr,05 62 35 24 23,http://www.coteaux-val-arros.fr
CC des Coteaux et Landes de Gascogne,244701355,CC,75,47,12733,10.000 ≤ hab < 100.000,accueil@3clg.fr,05 53 83 65 60,http://www.3clg.fr
CC des Crêtes Préardennaises,240800862,CC,44,08,22530,10.000 ≤ hab < 100.000,communaute@lescretes.fr,03 24 35 22 22,http://www.cretespreardennaises.fr
CC des Deux Morin,200072544,CC,11,77,26826,10.000 ≤ hab < 100.000,accueil@cc2m.fr,01 64 03 25 80,http://www.cc2m.fr
CC des Deux Rives,248200016,CC,"75,76","32,47,82",19254,10.000 ≤ hab < 100.000,,,
CC des Deux Vallées,246000772,CC,32,60,23515,10.000 ≤ hab < 100.000,contact@cc2v.fr,03 44 96 31 00,http://www.deuxvallees.fr
CC des Deux Vallées,249100157,CC,11,91,18927,10.000 ≤ hab < 100.000,,,
CC des Deux Vallées Vertes,200068294,CC,27,25,16632,10.000 ≤ hab < 100.000,contact@cc2vv.fr,03 81 97 85 10,http://www.cc2vv.fr
CC des Forêts du Perche,200069912,CC,24,28,8083,3500 ≤ hab < 10.000,contact@foretsduperche.fr,02 37 37 37 28,http://www.foretsduperche.fr
CC des Gorges de l'Ardèche,200039808,CC,84,07,15410,10.000 ≤ hab < 100.000,info@cc-gorgesardeche.fr,04 75 37 61 13,http://www.cc-gorgesardeche.fr
CC des Grands Lacs,244000873,CC,75,40,29920,10.000 ≤ hab < 100.000,secretariat.general@ccgrandslacs.fr,05 58 78 54 63,http://www.cdc-grands-lacs.fr
CC des Hautes Terres de l'Aubrac,200069144,CC,76,48,5270,3500 ≤ hab < 10.000,,,
CC des Hautes-Vosges,200071157,CC,44,88,37772,10.000 ≤ hab < 100.000,,,
CC des Hauts de Flandre,200040954,CC,32,59,54566,10.000 ≤ hab < 100.000,contact@cchf.fr,03 28 29 09 99,http://www.cchf.fr
CC des Hauts du Perche,200068856,CC,28,61,8520,3500 ≤ hab < 10.000,accueil@cdchautsperche.fr,02 33 25 56 00,https://www.leshautsduperche.fr
CC des Hauts du Val de Saône,200036150,CC,27,70,8931,3500 ≤ hab < 10.000,cchvs@cchvs.fr,03 84 77 19 90,http://www.cchvs.fr
CC des Hauts Tolosans,200071314,CC,76,31,33629,10.000 ≤ hab < 100.000,contact@hautstolosans.fr,05 61 82 85 55,http://www.cc-hautstolosans.fr
CC des Lacs de Champagne,200040137,CC,44,10,9757,3500 ≤ hab < 10.000,secretariat@cclacsdechampagne.fr,03 25 27 91 93,http://www.cclacsdechampagne.fr
CC des Lacs et Montagnes du Haut-Doubs,200069565,CC,27,25,16124,10.000 ≤ hab < 100.000,accueil@cclmhd.fr,03 81 49 10 30,http://www.cclmhd.fr
CC des Landes d'Armagnac,200035541,CC,75,40,11303,10.000 ≤ hab < 100.000,contact@ccla40.fr,05 58 45 66 93,http://www.landesdarmagnac.fr
CC des Lisières de l'Oise,246000749,CC,32,60,16936,10.000 ≤ hab < 100.000,contact@ccloise.com,03 44 42 72 25,http://www.ccloise.com
CC des Loges,244500427,CC,24,45,42813,10.000 ≤ hab < 100.000,secretariat@cc-loges.fr,02 38 46 99 66,http://www.cc-loges.fr
CC des Luys en Béarn,200067239,CC,75,64,29067,10.000 ≤ hab < 100.000,contact@cclb64.fr,05 59 33 72 34,http://www.cclb64.fr
CC des Montagnes du Giffre,200034098,CC,84,74,12382,10.000 ≤ hab < 100.000,accueil@montagnesdugiffre.fr,04 50 47 62 00,http://www.montagnesdugiffre.fr
CC des Monts d'Alban et du Villefranchois,200034031,CC,76,81,6505,3500 ≤ hab < 10.000,,,
CC des Monts de Gy,247000698,CC,27,70,6306,3500 ≤ hab < 10.000,ccmgy@wanadoo.fr,03 84 32 97 61,http://www.montsdegy.fr
CC des Monts de Lacaune et de la Montagne du Haut Languedoc,200066553,CC,76,"34,81",8227,3500 ≤ hab < 10.000,,,
CC des Monts du Lyonnais,200066587,CC,84,"42,69",36126,10.000 ≤ hab < 100.000,contact@cc-mdl.fr,04 37 20 13 09,http://cc-montsdulyonnais.fr
CC des Monts du Pilat,244200622,CC,84,42,15549,10.000 ≤ hab < 100.000,info@cc-montsdupilat.fr,04 77 39 69 21,http://www.cc-montsdupilat.fr
CC des Pays d'Oise et d'Halatte,246000921,CC,32,60,34628,10.000 ≤ hab < 100.000,secretariat@ccpoh.fr,03 44 70 04 01,http://www.ccpoh.fr
CC des Pays de Cayres et de Pradelles,244301123,CC,84,43,5371,3500 ≤ hab < 10.000,contact@ccpcp.fr,04 71 57 88 00,http://www.ccpcp.fr
CC des Pays de L'Aigle,200068468,CC,28,61,26743,10.000 ≤ hab < 100.000,contact.cdc@paysdelaigle.fr,02 33 84 50 40,http://www.paysdelaigle.com
CC des Pays du Sel et du Vermois,245400189,CC,44,54,29737,10.000 ≤ hab < 100.000,contact@cc-seletvermois.fr,03 83 45 23 32,http://www.cc-seletvermois.fr
CC des Paysages de la Champagne,200066850,CC,44,51,22125,10.000 ≤ hab < 100.000,accueil@ccpc51.fr,03 26 52 19 23,http://www.ccpc51.fr
CC des Portes d'Ariège Pyrénées,200066231,CC,76,09,41004,10.000 ≤ hab < 100.000,contact@ccpap.fr,05 34 01 21 73,http://www.ccpap.fr
CC des Portes de l'Entre-deux-Mers,243301439,CC,75,33,21275,10.000 ≤ hab < 100.000,accueil@cdc-portesentredeuxmers.fr,05 56 20 83 60,http://www.cdc-portesentredeuxmers.fr
CC des Portes de la Thiérache,240200634,CC,32,02,7177,3500 ≤ hab < 10.000,contact@portes-de-thierache.fr,03 23 98 04 54,http://www.portes-de-thierache.fr
CC des Portes de Meuse,200066108,CC,44,55,17343,10.000 ≤ hab < 100.000,contact@portesdemeuse.fr,03 29 75 97 40,http://www.portesdemeuse.fr
CC des Portes de Romilly-sur-Seine,200000545,CC,44,10,19030,10.000 ≤ hab < 100.000,cc.portesderomilly@ccprs.fr,03 25 39 53 56,http://www.ccprs.fr
CC des Portes de Rosheim,246700744,CC,44,67,18275,10.000 ≤ hab < 100.000,courrier@ccp-r.fr,03 88 50 47 16,http://www.cc-portesderosheim.fr
CC des Portes de Sologne,200005932,CC,24,45,15738,10.000 ≤ hab < 100.000,,,
CC des Portes de Vassivière,248719353,CC,75,87,5691,3500 ≤ hab < 10.000,,,
CC des Portes du Haut-Doubs,242504181,CC,27,25,26478,10.000 ≤ hab < 100.000,contact@portes-haut-doubs.fr,03 81 65 15 15,http://www.portes-haut-doubs.com
CC des Portes du Luxembourg,240800847,CC,44,08,20778,10.000 ≤ hab < 100.000,contact@portesduluxembourg.fr,03 24 27 90 98,http://www.portesduluxembourg.fr
CC des Portes Euréliennes d'Île-de-France,200069953,CC,24,28,49427,10.000 ≤ hab < 100.000,contact@porteseureliennesidf.fr,02 37 83 49 33,http://www.porteseureliennesidf.fr
CC des Quatre Rivières,247000623,CC,27,70,9905,3500 ≤ hab < 10.000,secretariat@cc4r.eu,03 84 67 13 74,http://www.cc4r.eu
CC des Quatre Rivières,247400666,CC,84,74,19414,10.000 ≤ hab < 100.000,secretariat@cc4r.fr,04 50 31 46 95,http://www.cc4r.fr
CC des Quatre Rivières,200069730,CC,28,"27,76",30613,10.000 ≤ hab < 100.000,m.dehays@cc4rivieres.com,02 35 09 85 69,http://www.cc4rivieres.com
CC des Quatre Vallées,244500419,CC,24,45,17763,10.000 ≤ hab < 100.000,secretariatcc4v@cc4v.fr,02 38 26 02 70,http://www.cc4v.fr
CC des Rives du Haut-Allier,200073393,CC,84,43,17656,10.000 ≤ hab < 100.000,cc@rivesduhautallier.fr,04 71 77 26 51,http://www.rivesduhautallier.fr
CC des Sablons,246000582,CC,32,60,38884,10.000 ≤ hab < 100.000,contact@cc-sablons.fr,03 44 22 01 60,http://www.cc-sablons.fr
CC des Savanes,200027548,CC,03,973,31707,10.000 ≤ hab < 100.000,,,
CC des Savoir-Faire,200070332,CC,"27,44","52,70",16083,10.000 ≤ hab < 100.000,contact@ccsavoirfaire.fr,03 25 84 45 54,http://www.ccdessavoirfaire.fr
CC des Sept Vallées,200044030,CC,32,62,30420,10.000 ≤ hab < 100.000,contact@7vallees.fr,03 21 90 42 68,http://www.7vallees.fr
CC des Sorgues du Comtat,248400293,CC,93,84,49245,10.000 ≤ hab < 100.000,,,
CC des Sources de l'Orne,200035111,CC,28,61,12723,10.000 ≤ hab < 100.000,cc-sourcesdelorne@orange.fr,02 33 28 88 87,http://www.cc-sourcesdelorne.fr
CC des Sources du Lac d'Annecy,247400773,CC,84,74,15643,10.000 ≤ hab < 100.000,comcom@cc-sources-lac-annecy.com,04 50 44 51 05,http://www.cc-sources-lac-annecy.com
CC des Sucs,244301016,CC,84,43,18495,10.000 ≤ hab < 100.000,contact@cc-des-sucs.fr,04 71 59 07 67,http://www.cc-des-sucs.fr
CC des Terres d'Apcher-Margeride-Aubrac,200069185,CC,76,48,11417,10.000 ≤ hab < 100.000,,,
CC des Terres d'Auxois,200071017,CC,27,21,16540,10.000 ≤ hab < 100.000,contact@ccterres-auxois.fr,03 80 97 26 65,http://www.ccterres-auxois.fr
CC des Terres du Lauragais,200071298,CC,76,31,39773,10.000 ≤ hab < 100.000,accueil@terres-du-lauragais.fr,05 31 50 45 50,http://www.terres-du-lauragais.fr
CC des Terres du Val de Loire,200070183,CC,24,"41,45",49511,10.000 ≤ hab < 100.000,accueil@ccterresduvaldeloire.fr,02 38 45 11 11,http://www.ccterresduvaldeloire.fr
CC des Trois Forêts,245200597,CC,44,52,7854,3500 ≤ hab < 10.000,contact@cc3f52.fr,03 25 01 38 53,http://communautedecommunesdes3forets.com
CC des Trois Rivières,240200600,CC,32,02,22079,10.000 ≤ hab < 100.000,administratif@cc3r.fr,03 23 99 35 35,http://www.cc3r.fr
CC des Vallées d'Aigueblanche,247300015,CC,84,73,7327,3500 ≤ hab < 10.000,secretariat@ccva-savoie.com,04 79 24 20 04,http://www.ccva-savoie.com
CC des Vallées d'Auge et du Merlerault,200069458,CC,28,61,15406,10.000 ≤ hab < 100.000,contact@cdcvam.fr,02 33 67 54 85,http://www.cdcvam.fr
CC des Vallées de la Braye et de l'Anille,200072692,CC,52,72,16053,10.000 ≤ hab < 100.000,ccvba@cc-vba.com,02 43 35 11 03,http://www.cc-vba.com
CC des Vallées de la Tille et de l'Ignon,242100154,CC,27,21,13707,10.000 ≤ hab < 100.000,covati@covati.fr,03 80 95 32 41,http://www.covati.fr
CC des Vallées de Thônes,247400617,CC,84,74,19124,10.000 ≤ hab < 100.000,accueil@ccvt.fr,04 50 32 13 59,http://www.ccvt.fr
CC des Vallées du Clain,200043628,CC,75,86,26765,10.000 ≤ hab < 100.000,,,
CC des Vallées du Haut-Anjou,200071868,CC,52,49,36918,10.000 ≤ hab < 100.000,contact@valleesduhautanjou.fr,02 41 95 31 74,http://www.valleesduhautanjou.fr
CC des Vallons du Lyonnais (CCVL),246900724,CC,84,69,29804,10.000 ≤ hab < 100.000,ccvl@ccvl.fr,04 78 57 83 80,http://www.ccvl.fr
CC des Vals d'Aix et Isable,244200614,CC,84,42,6190,3500 ≤ hab < 10.000,accueil@ccvai.fr,04 77 65 48 75,http://www.ccvalsaixisable.fr
CC des Vals de Saintonge Communauté,200041689,CC,75,17,54269,10.000 ≤ hab < 100.000,info@valsdesaintonge.fr,05 46 33 24 77,http://www.valsdesaintonge.fr
CC des Villes Sœurs,247600588,CC,"28,32","76,80",38692,10.000 ≤ hab < 100.000,contact@villes-soeurs.fr,02 27 28 20 87,http://www.villes-soeurs.fr
CC des Vosges côté Sud Ouest,200068773,CC,44,88,12595,10.000 ≤ hab < 100.000,,,
CC des Vosges du Sud,200069060,CC,27,90,15900,10.000 ≤ hab < 100.000,,,
CC Dieulefit-Bourdeaux,242600492,CC,84,26,9715,3500 ≤ hab < 10.000,ccpd.courrier@orange.fr,04 75 46 82 33,http://www.paysdedieulefit.info
CC Dombes Saône Vallée,200042497,CC,84,01,38793,10.000 ≤ hab < 100.000,"contact@ccdombes.fr, contact@ccdsv.fr","04 28 36 12 12, 04 74 08 97 66","https://www.ccdombes.fr, http://www.ccdsv.fr"
CC Dômes Sancy Artense,200069169,CC,84,63,12653,10.000 ≤ hab < 100.000,accueil@domes-sancyartense.fr,04 73 65 87 63,http://www.domes-sancyartense.fr
CC Domfront Tinchebray Interco,200071520,CC,28,61,16530,10.000 ≤ hab < 100.000,mairie@tinchebray.fr,02 33 64 25 52,http://www.domfront-tinchebray-interco.fr
CC Douarnenez Communauté,242900645,CC,53,29,18949,10.000 ≤ hab < 100.000,accueil@douarnenez-communaute.fr,02 98 74 48 50,http://www.douarnenez-communaute.fr
CC Drôme Sud Provence,200042901,CC,84,26,43196,10.000 ≤ hab < 100.000,secretariat@ccdsp.fr,04 75 96 63 02,http://www.ccdsp.fr
CC Dronne et Belle,200041572,CC,75,24,11565,10.000 ≤ hab < 100.000,accueil@dronneetbelle.fr,05 53 03 83 55,http://www.dronneetbelle.fr
CC du Barséquanais en Champagne,200069003,CC,44,10,19581,10.000 ≤ hab < 100.000,contact@cc-barsequanais.fr,03 25 38 26 74,https://www.cc-barsequanais.fr
